<USER_REQUEST>
id,question,answer,category,destination,country
611,What should I see in Munnar if I like food?,"Choose attractions and experiences in Munnar that match food, group them by nearby areas, and avoid packing too many distant locations into one day. Verify opening hours and ticket prices before travel.",travel_planning_budget,Munnar,India
612,What if my budget is too low for Agra?,"Reduce hotel category, use public transport, shorten the trip, travel in a cheaper season, choose free attractions, and compare alternative nearby destinations. Never hide unavoidable costs; show the user which assumptions drive the estimate.",travel_planning_budget,Agra,India
613,How can I make a 4-day itinerary for Darjeeling?,"Group attractions geographically, assign realistic travel time, leave breaks, and prioritize the user's top interests. Keep one flexible period in the itinerary for delays or spontaneous activities.",travel_planning_budget,Darjeeling,India
614,Is Kolkata suitable for a solo trip?,"It can be suitable, but the answer depends on season, mobility, interests, safety conditions, and budget. The app should personalize the itinerary instead of assuming one destination fits every traveler.",travel_planning_budget,Kolkata,India
615,How can I make a 11-day itinerary for Delhi?,"Group attractions geographically, assign realistic travel time, leave breaks, and prioritize the user's top interests. Keep one flexible period in the itinerary for delays or spontaneous activities.",travel_planning_budget,Delhi,India
616,What food should I try in London?,"Try well-reviewed local dishes and regional specialties in London. For food planning, balance inexpensive local meals with a few special experiences and account for dietary restrictions.",travel_planning_budget,London,UK
617,What should I see in Kochi if I like shopping?,"Choose attractions and experiences in Kochi that match shopping, group them by nearby areas, and avoid packing too many distant locations into one day. Verify opening hours and ticket prices before travel.",travel_planning_budget,Kochi,India
618,How can I reduce my travel cost in Hyderabad?,"Travel in the shoulder or off-season, compare transport and accommodation, use public transit where practical, choose local food, group nearby attractions, and reserve a contingency rather than spending the full budget.",travel_planning_budget,Hyderabad,India
619,What if my budget is too low for Visakhapatnam?,"Reduce hotel category, use public transport, shorten the trip, travel in a cheaper season, choose free attractions, and compare alternative nearby destinations. Never hide unavoidable costs; show the user which assumptions drive the estimate.",travel_planning_budget,Visakhapatnam,India
620,How can I make a 3-day itinerary for Jaipur?,"Group attractions geographically, assign realistic travel time, leave breaks, and prioritize the user's top interests. Keep one flexible period in the itinerary for delays or spontaneous activities.",travel_planning_budget,Jaipur,India
621,Is Tokyo suitable for a budget trip?,"It can be suitable, but the answer depends on season, mobility, interests, safety conditions, and budget. The app should personalize the itinerary instead of assuming one destination fits every traveler.",travel_planning_budget,Tokyo,Japan
622,What if my budget is too low for Kochi?,"Reduce hotel category, use public transport, shorten the trip, travel in a cheaper season, choose free attractions, and compare alternative nearby destinations. Never hide unavoidable costs; show the user which assumptions drive the estimate.",travel_planning_budget,Kochi,India
623,How should I split a ₹100000 budget for Chennai for 13 days?,"A useful starting split is about 25–35% accommodation, 20–35% intercity transport, 15–20% food, 10–15% local transport, 5–10% attractions, and 10–15% contingency. Adjust these percentages to the destination and trip style.",travel_planning_budget,Chennai,India
624,What food should I try in Shimla?,"Try well-reviewed local dishes and regional specialties in Shimla. For food planning, balance inexpensive local meals with a few special experiences and account for dietary restrictions.",travel_planning_budget,Shimla,India
625,What is a good couple plan for Manali for 5 days?,"For a 5-day couple trip to Manali, focus on photography. Allocate time across major attractions, local food, transport, and rest. Keep a daily budget buffer of about 10–15% for unexpected expenses.",travel_planning_budget,Manali,India
626,What is a good couple plan for Jaipur for 10 days?,"For a 10-day couple trip to Jaipur, focus on beaches. Allocate time across major attractions, local food, transport, and rest. Keep a daily budget buffer of about 10–15% for unexpected expenses.",travel_planning_budget,Jaipur,India
627,What should I see in Chennai if I like food?,"Choose attractions and experiences in Chennai that match food, group them by nearby areas, and avoid packing too many distant locations into one day. Verify opening hours and ticket prices before travel.",travel_planning_budget,Chennai,India
628,What should I see in Sydney if I like shopping?,"Choose attractions and experiences in Sydney that match shopping, group them by nearby areas, and avoid packing too many distant locations into one day. Verify opening hours and ticket prices before travel.",travel_planning_budget,Sydney,Australia
